,Country,Value,Year,Sex,Indicator,id
22,Slovenia,15,2016,W,EMP18_MAT,705
23,Latvia,16,2016,W,EMP18_MAT,428
24,Lithuania,18,2016,W,EMP18_MAT,440
0,Austria,16,2017,W,EMP18_MAT,40
1,Belgium,15,2017,W,EMP18_MAT,56
2,Czech Republic,28,2017,W,EMP18_MAT,203
3,Denmark,18,2017,W,EMP18_MAT,208
4,France,16,2017,W,EMP18_MAT,250
5,Germany,14,2017,W,EMP18_MAT,276
6,Greece,43,2017,W,EMP18_MAT,300
7,Hungary,24,2017,W,EMP18_MAT,348
8,Iceland,13,2017,W,EMP18_MAT,352
9,Ireland,42,2017,W,EMP18_MAT,372
10,Italy,21.7,2017,W,EMP18_MAT,380
11,Luxembourg,16,2017,W,EMP18_MAT,442
12,Netherlands,16,2017,W,EMP18_MAT,528
13,Norway,13,2017,W,EMP18_MAT,578
14,Poland,20,2017,W,EMP18_MAT,616
15,Portugal,6,2017,W,EMP18_MAT,620
16,Slovak Republic,34,2017,W,EMP18_MAT,703
17,Spain,16,2017,W,EMP18_MAT,724
18,Sweden,19.9,2017,W,EMP18_MAT,752
19,Switzerland,16,2017,W,EMP18_MAT,756
20,United Kingdom,52,2017,W,EMP18_MAT,826
21,Estonia,20,2017,W,EMP18_MAT,233
22,Slovenia,15,2017,W,EMP18_MAT,705
23,Latvia,16,2017,W,EMP18_MAT,428
24,Lithuania,18,2017,W,EMP18_MAT,440
0,Austria,16,2018,W,EMP18_MAT,40
1,Belgium,15,2018,W,EMP18_MAT,56
2,Czech Republic,28,2018,W,EMP18_MAT,203
3,Denmark,18,2018,W,EMP18_MAT,208
4,France,16,2018,W,EMP18_MAT,250
5,Germany,14,2018,W,EMP18_MAT,276
6,Greece,43,2018,W,EMP18_MAT,300
7,Hungary,24,2018,W,EMP18_MAT,348
8,Iceland,13,2018,W,EMP18_MAT,352
9,Ireland,42,2018,W,EMP18_MAT,372
10,Italy,21.7,2018,W,EMP18_MAT,380
11,Luxembourg,20,2018,W,EMP18_MAT,442
12,Netherlands,16,2018,W,EMP18_MAT,528
13,Norway,13,2018,W,EMP18_MAT,578
14,Poland,20,2018,W,EMP18_MAT,616
15,Portugal,6,2018,W,EMP18_MAT,620
16,Slovak Republic,34,2018,W,EMP18_MAT,703
17,Spain,16,2018,W,EMP18_MAT,724
18,Sweden,19.9,2018,W,EMP18_MAT,752
19,Switzerland,16,2018,W,EMP18_MAT,756
20,United Kingdom,52,2018,W,EMP18_MAT,826
21,Estonia,20,2018,W,EMP18_MAT,233
22,Slovenia,15,2018,W,EMP18_MAT,705
23,Latvia,16,2018,W,EMP18_MAT,428
24,Lithuania,18,2018,W,EMP18_MAT,440
0,Austria,16,2019,W,EMP18_MAT,40
1,Belgium,15,2019,W,EMP18_MAT,56
2,Czech Republic,28,2019,W,EMP18_MAT,203
3,Denmark,18,2019,W,EMP18_MAT,208
4,France,16,2019,W,EMP18_MAT,250
5,Germany,14,2019,W,EMP18_MAT,276
6,Greece,43,2019,W,EMP18_MAT,300
7,Hungary,24,2019,W,EMP18_MAT,348
8,Iceland,13,2019,W,EMP18_MAT,352
9,Ireland,42,2019,W,EMP18_MAT,372
10,Italy,21.7,2019,W,EMP18_MAT,380
11,Luxembourg,20,2019,W,EMP18_MAT,442
12,Netherlands,16,2019,W,EMP18_MAT,528
13,Norway,13,2019,W,EMP18_MAT,578
14,Poland,20,2019,W,EMP18_MAT,616
15,Portugal,6,2019,W,EMP18_MAT,620
16,Slovak Republic,34,2019,W,EMP18_MAT,703
17,Spain,16,2019,W,EMP18_MAT,724
18,Sweden,19.9,2019,W,EMP18_MAT,752
19,Switzerland,16,2019,W,EMP18_MAT,756
20,United Kingdom,52,2019,W,EMP18_MAT,826
21,Estonia,20,2019,W,EMP18_MAT,233
22,Slovenia,15,2019,W,EMP18_MAT,705
23,Latvia,16,2019,W,EMP18_MAT,428
24,Lithuania,18,2019,W,EMP18_MAT,440
0,Austria,87.3,2010,W,EMP18_PAR,40
1,Belgium,13,2010,W,EMP18_PAR,56
2,Czech Republic,134,2010,W,EMP18_PAR,203
3,Denmark,32,2010,W,EMP18_PAR,208
4,France,146,2010,W,EMP18_PAR,250
5,Germany,148,2010,W,EMP18_PAR,276
6,Greece,15.2,2010,W,EMP18_PAR,300
7,Hungary,136,2010,W,EMP18_PAR,348
8,Iceland,26,2010,W,EMP18_PAR,352
9,Ireland,14,2010,W,EMP18_PAR,372
10,Italy,26,2010,W,EMP18_PAR,380
11,Luxembourg,26,2010,W,EMP18_PAR,442
12,Netherlands,26,2010,W,EMP18_PAR,528
13,Norway,79,2010,W,EMP18_PAR,578
14,Poland,156,2010,W,EMP18_PAR,616
15,Portugal,127.7,2010,W,EMP18_PAR,620
16,Slovak Republic,136,2010,W,EMP18_PAR,703
17,Spain,46,2010,W,EMP18_PAR,724
18,Sweden,69.4,2010,W,EMP18_PAR,752
19,Switzerland,0,2010,W,EMP18_PAR,756
20,United Kingdom,13,2010,W,EMP18_PAR,826
21,Estonia,146,2010,W,EMP18_PAR,233
22,Slovenia,37.1,2010,W,EMP18_PAR,705
23,Latvia,78,2010,W,EMP18_PAR,428
24,Lithuania,148,2010,W,EMP18_PAR,440
0,Austria,87.3,2011,W,EMP18_PAR,40
1,Belgium,13,2011,W,EMP18_PAR,56
2,Czech Republic,134,2011,W,EMP18_PAR,203
3,Denmark,32,2011,W,EMP18_PAR,208
4,France,146,2011,W,EMP18_PAR,250
5,Germany,148,2011,W,EMP18_PAR,276
6,Greece,15.2,2011,W,EMP18_PAR,300
7,Hungary,136,2011,W,EMP18_PAR,348
8,Iceland,26,2011,W,EMP18_PAR,352
9,Ireland,14,2011,W,EMP18_PAR,372
10,Italy,26,2011,W,EMP18_PAR,380
11,Luxembourg,26,2011,W,EMP18_PAR,442
12,Netherlands,26,2011,W,EMP18_PAR,528
13,Norway,78,2011,W,EMP18_PAR,578
14,Poland,156,2011,W,EMP18_PAR,616
15,Portugal,127.7,2011,W,EMP18_PAR,620
16,Slovak Republic,130,2011,W,EMP18_PAR,703
17,Spain,46,2011,W,EMP18_PAR,724
18,Sweden,69.4,2011,W,EMP18_PAR,752
19,Switzerland,0,2011,W,EMP18_PAR,756
20,United Kingdom,13,2011,W,EMP18_PAR,826
21,Estonia,146,2011,W,EMP18_PAR,233
22,Slovenia,37.1,2011,W,EMP18_PAR,705
23,Latvia,78,2011,W,EMP18_PAR,428
24,Lithuania,148,2011,W,EMP18_PAR,440
0,Austria,87.3,2012,W,EMP18_PAR,40
1,Belgium,17.3,2012,W,EMP18_PAR,56
2,Czech Republic,134,2012,W,EMP18_PAR,203
3,Denmark,32,2012,W,EMP18_PAR,208
4,France,146,2012,W,EMP18_PAR,250
5,Germany,148,2012,W,EMP18_PAR,276
6,Greece,17.3,2012,W,EMP18_PAR,300
7,Hungary,136,2012,W,EMP18_PAR,348
8,Iceland,26,2012,W,EMP18_PAR,352
9,Ireland,14,2012,W,EMP18_PAR,372
10,Italy,26,2012,W,EMP18_PAR,380
11,Luxembourg,26,2012,W,EMP18_PAR,442
12,Netherlands,26,2012,W,EMP18_PAR,528
13,Norway,78,2012,W,EMP18_PAR,578
14,Poland,156,2012,W,EMP18_PAR,616
15,Portugal,127.7,2012,W,EMP18_PAR,620
16,Slovak Republic,130,2012,W,EMP18_PAR,703
17,Spain,46,2012,W,EMP18_PAR,724
18,Sweden,69.4,2012,W,EMP18_PAR,752
19,Switzerland,0,2012,W,EMP18_PAR,756
20,United Kingdom,13,2012,W,EMP18_PAR,826
21,Estonia,146,2012,W,EMP18_PAR,233
22,Slovenia,37.1,2012,W,EMP18_PAR,705
23,Latvia,78,2012,W,EMP18_PAR,428
24,Lithuania,148,2012,W,EMP18_PAR,440
0,Austria,87.3,2013,W,EMP18_PAR,40
1,Belgium,17.3,2013,W,EMP18_PAR,56
2,Czech Republic,134,2013,W,EMP18_PAR,203
3,Denmark,32,2013,W,EMP18_PAR,208
4,France,146,2013,W,EMP18_PAR,250
5,Germany,148,2013,W,EMP18_PAR,276
6,Greece,17.3,2013,W,EMP18_PAR,300
7,Hungary,136,2013,W,EMP18_PAR,348
8,Iceland,26,2013,W,EMP18_PAR,352
9,Ireland,18,2013,W,EMP18_PAR,372
10,Italy,26,2013,W,EMP18_PAR,380
11,Luxembourg,26,2013,W,EMP18_PAR,442
12,Netherlands,26,2013,W,EMP18_PAR,528
13,Norway,78,2013,W,EMP18_PAR,578
14,Poland,182,2013,W,EMP18_PAR,616
15,Portugal,127.7,2013,W,EMP18_PAR,620
16,Slovak Republic,130,2013,W,EMP18_PAR,703
17,Spain,46,2013,W,EMP18_PAR,724
18,Sweden,69.4,2013,W,EMP18_PAR,752
19,Switzerland,0,2013,W,EMP18_PAR,756
20,United Kingdom,18,2013,W,EMP18_PAR,826
21,Estonia,146,2013,W,EMP18_PAR,233
22,Slovenia,37.1,2013,W,EMP18_PAR,705
23,Latvia,78,2013,W,EMP18_PAR,428
24,Lithuania,148,2013,W,EMP18_PAR,440
0,Austria,87.3,2014,W,EMP18_PAR,40
1,Belgium,17.3,2014,W,EMP18_PAR,56
2,Czech Republic,134,2014,W,EMP18_PAR,203
3,Denmark,32,2014,W,EMP18_PAR,208
4,France,146,2014,W,EMP18_PAR,250
5,Germany,148,2014,W,EMP18_PAR,276
6,Greece,17.3,2014,W,EMP18_PAR,300
7,Hungary,136,2014,W,EMP18_PAR,348
8,Iceland,30.3,2014,W,EMP18_PAR,352
9,Ireland,18,2014,W,EMP18_PAR,372
10,Italy,26,2014,W,EMP18_PAR,380
11,Luxembourg,26,2014,W,EMP18_PAR,442
12,Netherlands,26,2014,W,EMP18_PAR,528
13,Norway,70,2014,W,EMP18_PAR,578
14,Poland,177.7,2014,W,EMP18_PAR,616
15,Portugal,127.7,2014,W,EMP18_PAR,620
16,Slovak Republic,130,2014,W,EMP18_PAR,703
17,Spain,46,2014,W,EMP18_PAR,724
18,Sweden,69.4,2014,W,EMP18_PAR,752
19,Switzerland,0,2014,W,EMP18_PAR,756
20,United Kingdom,18,2014,W,EMP18_PAR,826
21,Estonia,146,2014,W,EMP18_PAR,233
22,Slovenia,37.1,2014,W,EMP18_PAR,705
23,Latvia,78,2014,W,EMP18_PAR,428
24,Lithuania,148,2014,W,EMP18_PAR,440
0,Austria,87.3,2015,W,EMP18_PAR,40
1,Belgium,17.3,2015,W,EMP18_PAR,56
2,Czech Republic,134,2015,W,EMP18_PAR,203
3,Denmark,32,2015,W,EMP18_PAR,208
4,France,146,2015,W,EMP18_PAR,250
5,Germany,148,2015,W,EMP18_PAR,276
6,Greece,17.3,2015,W,EMP18_PAR,300
7,Hungary,136,2015,W,EMP18_PAR,348
8,Iceland,30.3,2015,W,EMP18_PAR,352
9,Ireland,18,2015,W,EMP18_PAR,372
10,Italy,26,2015,W,EMP18_PAR,380
11,Luxembourg,26,2015,W,EMP18_PAR,442
12,Netherlands,26,2015,W,EMP18_PAR,528
13,Norway,78,2015,W,EMP18_PAR,578
14,Poland,177.7,2015,W,EMP18_PAR,616
15,Portugal,128.1,2015,W,EMP18_PAR,620
16,Slovak Republic,130,2015,W,EMP18_PAR,703
17,Spain,46,2015,W,EMP18_PAR,724
18,Sweden,69.4,2015,W,EMP18_PAR,752
19,Switzerland,0,2015,W,EMP18_PAR,756
20,United Kingdom,18,2015,W,EMP18_PAR,826
21,Estonia,146,2015,W,EMP18_PAR,233
22,Slovenia,37.1,2015,W,EMP18_PAR,705
23,Latvia,78,2015,W,EMP18_PAR,428
24,Lithuania,148,2015,W,EMP18_PAR,440
0,Austria,87.3,2016,W,EMP18_PAR,40
1,Belgium,17.3,2016,W,EMP18_PAR,56
2,Czech Republic,134,2016,W,EMP18_PAR,203
3,Denmark,32,2016,W,EMP18_PAR,208
4,France,146,2016,W,EMP18_PAR,250
5,Germany,148,2016,W,EMP18_PAR,276
6,Greece,17.3,2016,W,EMP18_PAR,300
7,Hungary,136,2016,W,EMP18_PAR,348
8,Iceland,30.3,2016,W,EMP18_PAR,352
9,Ireland,18,2016,W,EMP18_PAR,372
10,Italy,26,2016,W,EMP18_PAR,380
11,Luxembourg,26,2016,W,EMP18_PAR,442
12,Netherlands,26,2016,W,EMP18_PAR,528
13,Norway,78,2016,W,EMP18_PAR,578
14,Poland,183.7,2016,W,EMP18_PAR,616
15,Portugal,128.1,2016,W,EMP18_PAR,620
16,Slovak Republic,130,2016,W,EMP18_PAR,703
17,Spain,46,2016,W,EMP18_PAR,724
18,Sweden,65.1,2016,W,EMP18_PAR,752
19,Switzerland,0,2016,W,EMP18_PAR,756
20,United Kingdom,18,2016,W,EMP18_PAR,826
21,Estonia,146,2016,W,EMP18_PAR,233
22,Slovenia,37.1,2016,W,EMP18_PAR,705
23,Latvia,78,2016,W,EMP18_PAR,428
24,Lithuania,148,2016,W,EMP18_PAR,440
0,Austria,87.3,2017,W,EMP18_PAR,40
1,Belgium,17.3,2017,W,EMP18_PAR,56
2,Czech Republic,134,2017,W,EMP18_PAR,203
3,Denmark,32,2017,W,EMP18_PAR,208
4,France,146,2017,W,EMP18_PAR,250
5,Germany,148,2017,W,EMP18_PAR,276
6,Greece,17.3,2017,W,EMP18_PAR,300
7,Hungary,136,2017,W,EMP18_PAR,348
8,Iceland,30.3,2017,W,EMP18_PAR,352
9,Ireland,18,2017,W,EMP18_PAR,372
10,Italy,26,2017,W,EMP18_PAR,380
11,Luxembourg,17.3,2017,W,EMP18_PAR,442
12,Netherlands,26,2017,W,EMP18_PAR,528
13,Norway,78,2017,W,EMP18_PAR,578
14,Poland,183.7,2017,W,EMP18_PAR,616
15,Portugal,128.1,2017,W,EMP18_PAR,620
16,Slovak Republic,130,2017,W,EMP18_PAR,703
17,Spain,46,2017,W,EMP18_PAR,724
18,Sweden,65.1,2017,W,EMP18_PAR,752
19,Switzerland,0,2017,W,EMP18_PAR,756
20,United Kingdom,18,2017,W,EMP18_PAR,826
21,Estonia,146,2017,W,EMP18_PAR,233
22,Slovenia,37.1,2017,W,EMP18_PAR,705
23,Latvia,78,2017,W,EMP18_PAR,428
24,Lithuania,148,2017,W,EMP18_PAR,440
0,Austria,87.3,2018,W,EMP18_PAR,40
1,Belgium,17.3,2018,W,EMP18_PAR,56
2,Czech Republic,134,2018,W,EMP18_PAR,203
3,Denmark,32,2018,W,EMP18_PAR,208
4,France,146,2018,W,EMP18_PAR,250
5,Germany,148,2018,W,EMP18_PAR,276
6,Greece,17.3,2018,W,EMP18_PAR,300
7,Hungary,136,2018,W,EMP18_PAR,348
8,Iceland,30.3,2018,W,EMP18_PAR,352
9,Ireland,18,2018,W,EMP18_PAR,372
10,Italy,26,2018,W,EMP18_PAR,380
11,Luxembourg,17.3,2018,W,EMP18_PAR,442
12,Netherlands,26,2018,W,EMP18_PAR,528
13,Norway,78,2018,W,EMP18_PAR,578
14,Poland,183.7,2018,W,EMP18_PAR,616
15,Portugal,128.1,2018,W,EMP18_PAR,620
16,Slovak Republic,130,2018,W,EMP18_PAR,703
17,Spain,46,2018,W,EMP18_PAR,724
18,Sweden,65.1,2018,W,EMP18_PAR,752
19,Switzerland,0,2018,W,EMP18_PAR,756
20,United Kingdom,18,2018,W,EMP18_PAR,826
21,Estonia,146,2018,W,EMP18_PAR,233
22,Slovenia,37.1,2018,W,EMP18_PAR,705
23,Latvia,78,2018,W,EMP18_PAR,428
24,Lithuania,148,2018,W,EMP18_PAR,440
0,Austria,87.3,2019,W,EMP18_PAR,40
1,Belgium,17.3,2019,W,EMP18_PAR,56
2,Czech Republic,134,2019,W,EMP18_PAR,203
3,Denmark,32,2019,W,EMP18_PAR,208
4,France,146,2019,W,EMP18_PAR,250
5,Germany,148,2019,W,EMP18_PAR,276
6,Greece,17.3,2019,W,EMP18_PAR,300
7,Hungary,136,2019,W,EMP18_PAR,348
8,Iceland,30.3,2019,W,EMP18_PAR,352
9,Ireland,18,2019,W,EMP18_PAR,372
10,Italy,26,2019,W,EMP18_PAR,380
11,Luxembourg,17.3,2019,W,EMP18_PAR,442
12,Netherlands,26,2019,W,EMP18_PAR,528
13,Norway,78,2019,W,EMP18_PAR,578
14,Poland,183.7,2019,W,EMP18_PAR,616
15,Portugal,128.1,2019,W,EMP18_PAR,620
16,Slovak Republic,130,2019,W,EMP18_PAR,703
17,Spain,46,2019,W,EMP18_PAR,724
18,Sweden,65.1,2019,W,EMP18_PAR,752
19,Switzerland,0,2019,W,EMP18_PAR,756
20,United Kingdom,18,2019,W,EMP18_PAR,826
21,Estonia,146,2019,W,EMP18_PAR,233
22,Slovenia,37.1,2019,W,EMP18_PAR,705
23,Latvia,78,2019,W,EMP18_PAR,428
24,Lithuania,148,2019,W,EMP18_PAR,440
0,Austria,60,2010,W,EMP18_PAID,40
1,Belgium,28,2010,W,EMP18_PAID,56
2,Czech Republic,110,2010,W,EMP18_PAID,203
3,Denmark,50,2010,W,EMP18_PAID,208
4,France,42,2010,W,EMP18_PAID,250
5,Germany,58,2010,W,EMP18_PAID,276
6,Greece,43,2010,W,EMP18_PAID,300
7,Hungary,160,2010,W,EMP18_PAID,348
8,Iceland,26,2010,W,EMP18_PAID,352
9,Ireland,26,2010,W,EMP18_PAID,372
10,Italy,47.7,2010,W,EMP18_PAID,380
11,Luxembourg,42,2010,W,EMP18_PAID,442
12,Netherlands,42,2010,W,EMP18_PAID,528
13,Norway,88,2010,W,EMP18_PAID,578
14,Poland,22,2010,W,EMP18_PAID,616
15,Portugal,30.1,2010,W,EMP18_PAID,620
16,Slovak Republic,164,2010,W,EMP18_PAID,703
17,Spain,16,2010,W,EMP18_PAID,724
18,Sweden,60,2010,W,EMP18_PAID,752
19,Switzerland,14,2010,W,EMP18_PAID,756
20,United Kingdom,39,2010,W,EMP18_PAID,826
21,Estonia,166,2010,W,EMP18_PAID,233
22,Slovenia,52.1,2010,W,EMP18_PAID,705
23,Latvia,94,2010,W,EMP18_PAID,428
24,Lithuania,62,2010,W,EMP18_PAID,440
0,Austria,60,2011,W,EMP18_PAID,40
1,Belgium,28,2011,W,EMP18_PAID,56
2,Czech Republic,110,2011,W,EMP18_PAID,203
3,Denmark,50,2011,W,EMP18_PAID,208
4,France,42,2011,W,EMP18_PAID,250
5,Germany,58,2011,W,EMP18_PAID,276
6,Greece,43,2011,W,EMP18_PAID,300
7,Hungary,160,2011,W,EMP18_PAID,348
8,Iceland,26,2011,W,EMP18_PAID,352
9,Ireland,26,2011,W,EMP18_PAID,372
10,Italy,47.7,2011,W,EMP18_PAID,380
11,Luxembourg,42,2011,W,EMP18_PAID,442
12,Netherlands,42,2011,W,EMP18_PAID,528
13,Norway,87,2011,W,EMP18_PAID,578
14,Poland,22,2011,W,EMP18_PAID,616
15,Portugal,30.1,2011,W,EMP18_PAID,620
16,Slovak Republic,164,2011,W,EMP18_PAID,703
17,Spain,16,2011,W,EMP18_PAID,724
18,Sweden,60,2011,W,EMP18_PAID,752
19,Switzerland,14,2011,W,EMP18_PAID,756
20,United Kingdom,39,2011,W,EMP18_PAID,826
21,Estonia,166,2011,W,EMP18_PAID,233
22,Slovenia,52.1,2011,W,EMP18_PAID,705
23,Latvia,94,2011,W,EMP18_PAID,428
24,Lithuania,62,2011,W,EMP18_PAID,440
0,Austria,60,2012,W,EMP18_PAID,40
1,Belgium,32.3,2012,W,EMP18_PAID,56
2,Czech Republic,110,2012,W,EMP18_PAID,203
3,Denmark,50,2012,W,EMP18_PAID,208
4,France,42,2012,W,EMP18_PAID,250
5,Germany,58,2012,W,EMP18_PAID,276
6,Greece,43,2012,W,EMP18_PAID,300
7,Hungary,160,2012,W,EMP18_PAID,348
8,Iceland,26,2012,W,EMP18_PAID,352
9,Ireland,26,2012,W,EMP18_PAID,372
10,Italy,47.7,2012,W,EMP18_PAID,380
11,Luxembourg,42,2012,W,EMP18_PAID,442
12,Netherlands,42,2012,W,EMP18_PAID,528
13,Norway,87,2012,W,EMP18_PAID,578
14,Poland,24,2012,W,EMP18_PAID,616
15,Portugal,30.1,2012,W,EMP18_PAID,620
16,Slovak Republic,164,2012,W,EMP18_PAID,703
17,Spain,16,2012,W,EMP18_PAID,724
18,Sweden,60,2012,W,EMP18_PAID,752
19,Switzerland,14,2012,W,EMP18_PAID,756
20,United Kingdom,39,2012,W,EMP18_PAID,826
21,Estonia,166,2012,W,EMP18_PAID,233
22,Slovenia,52.1,2012,W,EMP18_PAID,705
23,Latvia,94,2012,W,EMP18_PAID,428
24,Lithuania,62,2012,W,EMP18_PAID,440
0,Austria,60,2013,W,EMP18_PAID,40
1,Belgium,32.3,2013,W,EMP18_PAID,56
2,Czech Republic,110,2013,W,EMP18_PAID,203
3,Denmark,50,2013,W,EMP18_PAID,208
4,France,42,2013,W,EMP18_PAID,250
5,Germany,58,2013,W,EMP18_PAID,276
6,Greece,43,2013,W,EMP18_PAID,300
7,Hungary,160,2013,W,EMP18_PAID,348
8,Iceland,26,2013,W,EMP18_PAID,352
9,Ireland,26,2013,W,EMP18_PAID,372
10,Italy,47.7,2013,W,EMP18_PAID,380
11,Luxembourg,42,2013,W,EMP18_PAID,442
12,Netherlands,42,2013,W,EMP18_PAID,528
13,Norway,87,2013,W,EMP18_PAID,578
14,Poland,52,2013,W,EMP18_PAID,616
15,Portugal,30.1,2013,W,EMP18_PAID,620
16,Slovak Republic,164,2013,W,EMP18_PAID,703
17,Spain,16,2013,W,EMP18_PAID,724
18,Sweden,60,2013,W,EMP18_PAID,752
19,Switzerland,14,2013,W,EMP18_PAID,756
20,United Kingdom,39,2013,W,EMP18_PAID,826
21,Estonia,166,2013,W,EMP18_PAID,233
22,Slovenia,52.1,2013,W,EMP18_PAID,705
23,Latvia,94,2013,W,EMP18_PAID,428
24,Lithuania,62,2013,W,EMP18_PAID,440
0,Austria,60,2014,W,EMP18_PAID,40
1,Belgium,32.3,2014,W,EMP18_PAID,56
2,Czech Republic,110,2014,W,EMP18_PAID,203
3,Denmark,50,2014,W,EMP18_PAID,208
4,France,42,2014,W,EMP18_PAID,250
5,Germany,58,2014,W,EMP18_PAID,276
6,Greece,43,2014,W,EMP18_PAID,300
7,Hungary,160,2014,W,EMP18_PAID,348
8,Iceland,26,2014,W,EMP18_PAID,352
9,Ireland,26,2014,W,EMP18_PAID,372
10,Italy,47.7,2014,W,EMP18_PAID,380
11,Luxembourg,42,2014,W,EMP18_PAID,442
12,Netherlands,42,2014,W,EMP18_PAID,528
13,Norway,87,2014,W,EMP18_PAID,578
14,Poland,52,2014,W,EMP18_PAID,616
15,Portugal,30.1,2014,W,EMP18_PAID,620
16,Slovak Republic,164,2014,W,EMP18_PAID,703
17,Spain,16,2014,W,EMP18_PAID,724
18,Sweden,60,2014,W,EMP18_PAID,752
19,Switzerland,14,2014,W,EMP18_PAID,756
20,United Kingdom,39,2014,W,EMP18_PAID,826
21,Estonia,166,2014,W,EMP18_PAID,233
22,Slovenia,52.1,2014,W,EMP18_PAID,705
23,Latvia,94,2014,W,EMP18_PAID,428
24,Lithuania,62,2014,W,EMP18_PAID,440
0,Austria,60,2015,W,EMP18_PAID,40
1,Belgium,32.3,2015,W,EMP18_PAID,56
2,Czech Republic,110,2015,W,EMP18_PAID,203
3,Denmark,50,2015,W,EMP18_PAID,208
4,France,42,2015,W,EMP18_PAID,250
5,Germany,58,2015,W,EMP18_PAID,276
6,Greece,43,2015,W,EMP18_PAID,300
7,Hungary,160,2015,W,EMP18_PAID,348
8,Iceland,26,2015,W,EMP18_PAID,352
9,Ireland,26,2015,W,EMP18_PAID,372
10,Italy,47.7,2015,W,EMP18_PAID,380
11,Luxembourg,42,2015,W,EMP18_PAID,442
12,Netherlands,16,2015,W,EMP18_PAID,528
13,Norway,91,2015,W,EMP18_PAID,578
14,Poland,52,2015,W,EMP18_PAID,616
15,Portugal,30.1,2015,W,EMP18_PAID,620
16,Slovak Republic,164,2015,W,EMP18_PAID,703
17,Spain,16,2015,W,EMP18_PAID,724
18,Sweden,60,2015,W,EMP18_PAID,752
19,Switzerland,14,2015,W,EMP18_PAID,756
20,United Kingdom,39,2015,W,EMP18_PAID,826
21,Estonia,166,2015,W,EMP18_PAID,233
22,Slovenia,52.1,2015,W,EMP18_PAID,705
23,Latvia,94,2015,W,EMP18_PAID,428
24,Lithuania,62,2015,W,EMP18_PAID,440
0,Austria,60,2016,W,EMP18_PAID,40
1,Belgium,32.3,2016,W,EMP18_PAID,56
2,Czech Republic,110,2016,W,EMP18_PAID,203
3,Denmark,50,2016,W,EMP18_PAID,208
4,France,42,2016,W,EMP18_PAID,250
5,Germany,58,2016,W,EMP18_PAID,276
6,Greece,43,2016,W,EMP18_PAID,300
7,Hungary,160,2016,W,EMP18_PAID,348
8,Iceland,26,2016,W,EMP18_PAID,352
9,Ireland,26,2016,W,EMP18_PAID,372
10,Italy,47.7,2016,W,EMP18_PAID,380
11,Luxembourg,42,2016,W,EMP18_PAID,442
12,Netherlands,16,2016,W,EMP18_PAID,528
13,Norway,91,2016,W,EMP18_PAID,578
14,Poland,52,2016,W,EMP18_PAID,616
15,Portugal,30.1,2016,W,EMP18_PAID,620
16,Slovak Republic,164,2016,W,EMP18_PAID,703
17,Spain,16,2016,W,EMP18_PAID,724
18,Sweden,55.7,2016,W,EMP18_PAID,752
19,Switzerland,14,2016,W,EMP18_PAID,756
20,United Kingdom,39,2016,W,EMP18_PAID,826
21,Estonia,166,2016,W,EMP18_PAID,233
22,Slovenia,52.1,2016,W,EMP18_PAID,705
23,Latvia,94,2016,W,EMP18_PAID,428
24,Lithuania,62,2016,W,EMP18_PAID,440
0,Austria,60,2017,W,EMP18_PAID,40
1,Belgium,32.3,2017,W,EMP18_PAID,56
2,Czech Republic,110,2017,W,EMP18_PAID,203
3,Denmark,50,2017,W,EMP18_PAID,208
4,France,42,2017,W,EMP18_PAID,250
5,Germany,58,2017,W,EMP18_PAID,276
6,Greece,43,2017,W,EMP18_PAID,300
7,Hungary,160,2017,W,EMP18_PAID,348
8,Iceland,26,2017,W,EMP18_PAID,352
9,Ireland,26,2017,W,EMP18_PAID,372
10,Italy,47.7,2017,W,EMP18_PAID,380
11,Luxembourg,33.3,2017,W,EMP18_PAID,442
12,Netherlands,16,2017,W,EMP18_PAID,528
13,Norway,91,2017,W,EMP18_PAID,578
14,Poland,52,2017,W,EMP18_PAID,616
15,Portugal,30.1,2017,W,EMP18_PAID,620
16,Slovak Republic,164,2017,W,EMP18_PAID,703
17,Spain,16,2017,W,EMP18_PAID,724
18,Sweden,55.7,2017,W,EMP18_PAID,752
19,Switzerland,14,2017,W,EMP18_PAID,756
20,United Kingdom,39,2017,W,EMP18_PAID,826
21,Estonia,166,2017,W,EMP18_PAID,233
22,Slovenia,52.1,2017,W,EMP18_PAID,705
23,Latvia,94,2017,W,EMP18_PAID,428
24,Lithuania,62,2017,W,EMP18_PAID,440
0,Austria,60,2018,W,EMP18_PAID,40
1,Belgium,32.3,2018,W,EMP18_PAID,56
2,Czech Republic,63.3,2018,W,EMP18_PAID,203
3,Denmark,50,2018,W,EMP18_PAID,208
4,France,42,2018,W,EMP18_PAID,250
5,Germany,58,2018,W,EMP18_PAID,276
6,Greece,43,2018,W,EMP18_PAID,300
7,Hungary,160,2018,W,EMP18_PAID,348
8,Iceland,26,2018,W,EMP18_PAID,352
9,Ireland,26,2018,W,EMP18_PAID,372
10,Italy,47.7,2018,W,EMP18_PAID,380
11,Luxembourg,37.3,2018,W,EMP18_PAID,442
12,Netherlands,16,2018,W,EMP18_PAID,528
13,Norway,91,2018,W,EMP18_PAID,578
14,Poland,52,2018,W,EMP18_PAID,616
15,Portugal,30.1,2018,W,EMP18_PAID,620
16,Slovak Republic,164,2018,W,EMP18_PAID,703
17,Spain,16,2018,W,EMP18_PAID,724
18,Sweden,55.7,2018,W,EMP18_PAID,752
